1479830000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.873047,0.170654,-0.453125,28.29,-25.1603,-16.9008,-15.4351
1479830000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.859863,0.190674,-0.345703,28.11,-19.0458,-8,-17.9084
1479830000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.884277,0.146484,-0.37793,28.2,-21.855,-2.50382,-15.6794
1479830000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.901367,0.134766,-0.422119,28.15,-13.8321,2.69466,-15.9313
1479830000070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.90625,0.135986,-0.447998,28.2,-7.00763,6.77099,-16.2443
1479830000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.915039,0.163574,-0.461914,28.2,-5.41221,6.35878,-16.2824
1479830000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.908447,0.195557,-0.469238,28.11,-9.81679,3.31298,-16.7634
1479830000112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.914307,0.211182,-0.473877,28.2,-17.0611,-1.01527,-16.626
1479830000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.917236,0.206299,-0.447998,28.25,-24.2519,-5.9084,-16.4809
1479830000140,0,0,0,0,0,0,0,0,0,0,0,0,0.182027,0,0,0,-0.899414,0.212402,-0.439453,28.29,-24.4809,-8.08397,-16.0916
1479830000154,0,0,0,0,0,0,0,0,0,0,0,0,0.173517,0,0,0,-0.889648,0.184814,-0.436768,28.2,-20.5573,-6.67939,-16.3435
1479830000168,0,0,0,0,0,0,0,0,0,0,0,0,0.182027,0,0,0,-0.880127,0.175049,-0.450195,28.15,-14.6031,-3.60305,-17.5954
1479830000182,0,0,0,0,0,0,0,0,0,0,0,0,0.182027,0,0,0,-0.86792,0.181885,-0.463623,28.2,-6.28244,-1.54198,-19.2214
1479830000196,0,0,0,0,0,0,0,0,0,0,0,0,0.224787,0,0,0,-0.901611,0.192627,-0.480469,28.15,-1.50382,-0.0229008,-18.5267
1479830000210,0,0,0,0,0,0,0,0,0,0,0,0,0.110128,0,0,0,-0.900879,0.208496,-0.464355,28.15,-4.15267,-1.66412,-16.1756
1479830000224,0,0,0,0,0,0,0,0,0,0,0,0,0.298288,0,0,0,-0.893066,0.179443,-0.44751,28.2,-6.38931,-2.55725,-12.1374
1479830000238,0,0,0,0,0,0,0,0,0,0,0,0,0.3529921,0,0,0,-0.875,0.108887,-0.456055,28.29,-4.14504,0.839695,-6.21374
1479830000252,0,0,0,0,0,0,0,0,0,0,0,0,0.3838743,0,0,0,-0.892334,0.113525,-0.456299,28.29,1.75573,5.59542,-3.80916
1479830000266,0,0,0,0,0,0,0,0,0,0,0,0,0.3728244,0,0,0,-0.908936,0.130859,-0.457764,28.15,4.68702,8.67939,-2.67176
1479830000280,0,0,0,0,0,0,0,0,0,0,0,0,0.3838743,0,0,0,-0.930664,0.145264,-0.469971,28.2,5.93893,8.82443,-1.68702
1479830000294,0,0,0,0,0,0,0,0,0,0,0,0,0.331043,0,0,0,-0.932617,0.164307,-0.485352,28.15,6.37405,7.44275,-0.206107
1479830000308,0,0,0,0,0,0,0,0,0,0,0,0,0.331043,0,0,0,-0.929199,0.16626,-0.492432,28.2,6.16031,4.29008,1.09924
1479830000322,0,0,0,0,0,0,0,0,0,0,0,0,0.331043,0,0,0,-0.921143,0.179688,-0.49707,28.15,5.73282,1.18321,2.89313
1479830000336,0,0,0,0,0,0,0,0,0,0,0,0,0.320102,0,0,0,-0.92041,0.156982,-0.457275,28.29,7.01527,-0.435115,5.45802
1479830000350,0,0,0,0,0,0,0,0,0,0,0,0,0.203364,0,0,0,-0.908447,0.145264,-0.460693,28.2,8.77863,-0.534351,7.69466
1479830000364,0,0,0,0,0,0,0,0,0,0,0,0,0.214065,0,0,0,-0.902588,0.130127,-0.442627,28.15,8.1374,1.12214,8.87786
1479830000378,0,0,0,0,0,0,0,0,0,0,0,0,0.246299,0,0,0,-0.89209,0.139648,-0.440186,28.11,7.27481,2.91603,8.14504
1479830000392,0,0,0,0,0,0,0,0,0,0,0,0,0.3728244,0,0,0,-0.907471,0.168213,-0.456543,28.25,3.87786,4.63359,7.27481
1479830000406,0,0,0,0,0,0,0,0,0,0,0,0,0.3728244,0,0,0,-0.898682,0.188232,-0.482422,28.29,4.93893,4.9313,6.74809
1479830000420,0,0,0,0,0,0,0,0,0,0,0,0,0.3838743,0,0,0,-0.88208,0.200928,-0.478271,28.25,5.38931,2.75573,7.58779
1479830000434,0,0,0,0,0,0,0,0,0,0,0,0,0.3838743,0,0,0,-0.880371,0.195801,-0.479248,28.25,4.99237,-0.526718,8.07634
1479830000448,0,0,0,0,0,0,0,0,0,0,0,0,0.3728244,0,0,0,-0.871582,0.173096,-0.475098,28.29,7.24427,-0.496183,8.74046
1479830000462,0,0,0,0,0,0,0,0,0,0,0,0,0.3728244,0,0,0,-0.870361,0.157715,-0.456543,28.2,18.6718,7.45038,9.45802
1479830000476,0,0,0,0,0,0,0,0,0,0,0,0,0.3640009,0,0,0,-0.876953,0.188721,-0.452393,28.25,16.6641,11.6947,8.85496
1479830000490,0,0,0,0,0,0,0,0,0,0,0,0,0.3949471,0,0,0,-0.890381,0.190674,-0.477051,28.25,18.1679,14.084,8.33588
1479830000504,0,0,0,0,0,0,0,0,0,0,0,0,0.3838743,0,0,0,-0.898926,0.184082,-0.514648,28.25,22.4427,15.2748,8.25954
1479830000518,0,0,0,0,0,0,0,0,0,0,0,0,0.3949471,0,0,0,-0.909912,0.186035,-0.537109,28.11,22.0153,13.2748,8.51145
