1483992826723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,255.757,-42.0713,-1.42234,-9.28263,
1483992826731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-9.57681e-005,0.000562637,255.757,-41.9964,-2.6201,-8.23459,
1483992826747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,257.13,-38.1786,-2.47038,-9.20777,
1483992826759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000562637,257.13,-38.9272,-0.823459,-9.88151,
1483992826772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000568623,255.757,-38.0288,-2.84468,-9.35749,
1483992826784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000568623,257.13,-42.5204,-0.44916,-9.20777,
1483992826797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000568623,255.757,-39.1517,-1.42234,-8.08487,
1483992826808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.248,-42.8947,-1.04804,-8.83347,
1483992826821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.738,-40.0501,-2.17094,-8.23459,
1483992826837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.248,-42.6702,-0.748599,-7.48599,
1483992826849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000568623,255.757,-40.4992,-1.79664,-8.75861,
1483992826862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000562637,256.248,-40.3495,-1.42234,-8.01001,
1483992826874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.248,-40.9484,-2.6201,-8.60889,
1483992826886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.37971e-005,0.000562637,255.757,-39.1517,-2.6201,-9.95637,
1483992826899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,257.13,-41.5473,-2.69496,-8.75861,
1483992826911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.37971e-005,0.000568623,255.757,-39.1517,-1.27262,-8.08487,
1483992826923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.37971e-005,0.000562637,256.248,-42.221,0.0748599,-8.30945,
1483992826940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.738,-41.173,-2.09608,-9.95637,
1483992826952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000562637,255.365,-41.5473,-0.598879,-9.20777,
1483992826964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000556652,257.13,-39.3763,-4.56646,-7.78543,
1483992826977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.37971e-005,0.000556652,256.248,-41.3227,-1.04804,-9.50721,
1483992826989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000556652,257.621,-41.4724,-0.973179,-8.98319,
1483992827001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-9.57681e-005,0.000562637,257.13,-43.5685,-0.3743,-9.88151,
1483992827013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000562637,256.738,-41.9964,-1.94636,-8.38431,
1483992827030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000556652,256.248,-42.6702,0.44916,-9.43235,
1483992827042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.97826e-005,0.000556652,256.738,-39.8255,-3.3687,-9.58207,
1483992827055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.248,-41.3975,-1.4972,-9.13291,
1483992827067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1826e-005,-8.37971e-005,0.000556652,255.757,-42.5953,-2.2458,-8.60889,
1483992827079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,257.13,-42.8947,-0.598879,-9.35749,
1483992827091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,255.757,-39.6758,-1.57206,-9.50721,
1483992827104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.37971e-005,0.000562637,255.365,-43.7931,-0.598879,-9.80665,
1483992827120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.738,-39.3015,-2.17094,-8.30945,
1483992827132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000556652,256.248,-41.3227,-1.57206,-9.20777,
1483992827144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,257.13,-40.4244,-0.598879,-9.43235,
1483992827156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.37971e-005,0.000562637,257.13,-42.221,0.598879,-10.1061,
1483992827169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58405e-005,-8.97826e-005,0.000562637,256.738,-41.173,-1.04804,-8.53403,
1483992827182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107739,-7.78116e-005,0.000580594,256.248,451.854,-779.516,-67.4488,
1483992827197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341174,-0.000790087,-0.000694318,256.738,2050.19,-1819.32,-68.946,
