1483992962718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849942,-1.24498,9.28471,258.111,-42.0713,-1.34748,-10.1061,
1483992962729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837971,-1.13725,9.2488,258.601,-38.478,-3.44356,-10.7798,
1483992962742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.847547,-1.15879,9.19613,258.601,-46.1886,1.79664,-8.75861,
1483992962754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.902614,-1.10612,9.25598,257.13,-38.7026,-2.69496,-7.71057,
1483992962766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.893037,-1.11809,9.24641,258.111,-46.8623,-0.3743,-8.68375,
1483992962782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85473,-1.20668,9.21768,258.994,-38.1786,-3.29384,-8.01001,
1483992962807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.778116,-1.16358,9.43076,258.601,-40.2746,-2.6201,-10.1809,
1483992962832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830788,-1.16358,9.23444,258.601,-40.9484,-1.42234,-8.45917,
1483992962856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.869095,-1.20428,9.26317,258.111,-45.5148,-0.748599,-8.30945,
1483992962869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88346,-1.10852,9.32781,258.111,-41.4724,-0.524019,-10.7798,
1483992962881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.857124,-1.1564,9.28232,258.994,-43.7931,-1.72178,-9.73179,
1483992962893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.811634,-1.14682,9.20092,258.994,-40.5741,-1.72178,-9.20777,
1483992962906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.826,-1.18513,9.37091,257.621,-41.697,-0.973179,-10.4804,
1483992962918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.885855,-1.21386,9.15303,258.111,-37.0557,-3.14412,-9.73179,
1483992962930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.847547,-1.13964,9.32542,258.111,-42.5204,0.524019,-10.0312,
1483992962942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.806846,-1.1564,9.1267,257.621,-39.002,-4.34188,-8.98319,
