Time [ms], Elem0, Elem1, Elem2, Elem3, Elem4, Elem5, Elem6, Elem7, Elem8, Elem9, Elem10, Elem11, Elem12
7967, -0.0809848, -0.0323332, 14.4605, 16.9556, -0.0809848, -0.0323332, 14.4605, 16.9556, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
7987, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
8007, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
8027, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
8047, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
8067, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
8087, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
8108, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
8129, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
8150, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
8171, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
8192, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
8213, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
8234, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
8255, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
8276, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
8297, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
8318, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
8339, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605
8360, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.968, -0.0809848, -0.029846, 14.4605, 16.968
8381, -0.0809848, -0.029846, 14.4605, 16.968, -0.0809848, -0.029846, 14.4605, 16.968, -0.0809848, -0.029846, 14.4605, 16.968, -0.0809848
8402, -0.029846, 14.4605, 16.968, -0.0809848, -0.0303435, 14.4605, 16.9711, -0.0809848, -0.0303435, 14.4605, 16.9711, -0.0809848, -0.0303435
8423, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0323332, 14.4605, 16.9618, -0.0809848, -0.0333281, 14.4605, 16.9618, -0.0809848, -0.0333281
8444, 14.4605, 16.9618, -0.0809848, -0.0333281, 14.4605, 16.9618, -0.0809848, -0.0333281, 14.4605, 16.9618, -0.0809848, -0.0323332, 14.4605
8465, 16.9556, -0.0809848, -0.0313383, 14.4605, 16.9556, -0.0809848, -0.0308409, 14.4627, 16.9556, -0.0809848, -0.0303435, 14.4627, 16.9587
8486, -0.0809848, -0.0308409, 14.4627, 16.9587, -0.0809848, -0.0313383, 14.4627, 16.9587, -0.0809848, -0.0313383, 14.4627, 16.9587, -0.0809848
8506, -0.0313383, 14.4627, 16.9587, -0.0809848, -0.0308409, 14.4627, 16.9587, -0.0809848, -0.0308409, 14.4627, 16.9587, -0.0809848, -0.0308409
8527, 14.4627, 16.9649, -0.0809848, -0.0313383, 14.4627, 16.9649, -0.0809848, -0.0313383, 14.4627, 16.9649, -0.0809848, -0.0313383, 14.4605
8548, 16.9649, -0.0809848, -0.0313383, 14.4605, 16.9556, -0.0809848, -0.0313383, 14.4605, 16.9556, -0.0809848, -0.0318358, 14.4605, 16.9525
8568, -0.0809848, -0.0323332, 14.4605, 16.9525, -0.0809848, -0.0323332, 14.4605, 16.9525, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
8588, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
8608, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
8628, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
8648, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
8668, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
8688, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
8708, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
8728, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
8749, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
8769, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
8789, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
8809, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
8829, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
8849, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
8869, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
8889, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
8909, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
8909, -0.0323332, 14.4605, 16.9525, -0.0809848, -0.0328306, 14.4605, 16.9587, -0.0809848, -0.0328306, 14.4605, 16.9649, -0.0809848, -0.0333281
8930, 14.4605, 16.968, -0.0809848, -0.0333281, 14.4605, 16.968, -0.0809848, -0.0323332, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605
8950, 16.9618, -0.0809848, -0.0313383, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4605, 16.9649
8970, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848, -0.0313383, 14.4605, 16.9649, -0.0809848, -0.0308409, 14.4605, 16.9649, -0.0809848
8990, -0.0308409, 14.4605, 16.9618, -0.0809848, -0.0308409, 14.4648, 16.9587, -0.0809848, -0.0308409, 14.4627, 16.9618, -0.0809848, -0.0308409
9010, 14.4627, 16.9618, -0.0809848, -0.0313383, 14.4627, 16.9649, -0.0809848, -0.0318358, 14.4627, 16.9649, -0.0809848, -0.0313383, 14.4648
9030, 16.9711, -0.0809848, -0.0308409, 14.467, 16.9742, -0.0809848, -0.0303435, 14.4648, 16.9742, -0.0809848, -0.0303435, 14.4648, 16.9742
9050, -0.0809848, -0.0303435, 14.4627, 16.9804, -0.0809848, -0.0308409, 14.4605, 16.9835, -0.0809848, -0.0308409, 14.4605, 16.9835, -0.0809848
9070, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
9090, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
9110, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
9130, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
9150, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
9170, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
9190, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
9210, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
9230, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
9250, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
9270, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
9290, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
9311, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
9331, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
9351, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
9371, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
9391, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
9411, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605
9411, -0.0308409, 14.4605, 16.9835, -0.0809848, -0.0313383, 14.4605, 16.9773, -0.0809848, -0.0318358, 14.4605, 16.9711, -0.0809848, -0.0318358
9432, 14.4605, 16.9711, -0.0809848, -0.0318358, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605
9452, 16.9618, -0.0809848, -0.0323332, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4627, 16.9711, -0.0809848, -0.0313383, 14.4627, 16.9711
9472, -0.0809848, -0.0313383, 14.4627, 16.9711, -0.0809848, -0.0318358, 14.4627, 16.9711, -0.0809848, -0.0318358, 14.4627, 16.9618, -0.0809848
9492, -0.0318358, 14.4627, 16.9618, -0.0809848, -0.0328306, 14.4605, 16.9556, -0.0809848, -0.0323332, 14.4605, 16.9587, -0.0809848, -0.0333281
9512, 14.4627, 16.9649, -0.0809848, -0.0328306, 14.4648, 16.968, -0.0809848, -0.0318358, 14.4648, 16.9618, -0.0809848, -0.0313383, 14.4627
9532, 16.9587, -0.0809848, -0.0313383, 14.4627, 16.9587, -0.0809848, -0.0318358, 14.4627, 16.9556, -0.0809848, -0.0313383, 14.4605, 16.9556
9552, -0.0809848, -0.0323332, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
9572, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
9592, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
9612, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
9632, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
9652, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
9672, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
9693, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
9714, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
9735, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
9756, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
9777, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
9798, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
9819, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
9840, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
9861, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
9882, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
9903, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
9924, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605
9987, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0323332, 14.4627, 16.9587, -0.0809848, -0.0328306, 14.4627, 16.9556, -0.0809848, -0.0328306
10008, 14.4627, 16.9556, -0.0809848, -0.0323332, 14.4627, 16.9556, -0.0809848, -0.0318358, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4605
10029, 16.9742, -0.0809848, -0.0318358, 14.4605, 16.9711, -0.0809848, -0.0318358, 14.4605, 16.9711, -0.0809848, -0.0318358, 14.4605, 16.9649
10050, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848
10070, -0.0318358, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4627, 16.9711, -0.0809848, -0.0318358, 14.4627, 16.9711, -0.0809848, -0.0318358
10090, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4605, 16.9649, -0.0809848, -0.0318358, 14.4605, 16.968, -0.0809848, -0.0318358, 14.4605
10110, 16.968, -0.0809848, -0.0308409, 14.4605, 16.968, -0.0809848, -0.0303435, 14.4605, 16.968, -0.0809848, -0.0303435, 14.4605, 16.968
10130, -0.0809848, -0.0323332, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
10150, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
10170, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
10190, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
10210, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
10230, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
10250, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
10271, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
10292, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
10313, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
10334, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
10355, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
10376, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
10397, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
10418, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
10439, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
10499, -0.0303435, 14.4605, 16.968, -0.0809848, -0.029846, 14.4605, 16.9711, -0.0944823, -0.0293486, 14.4605, 16.9742, -0.0944823, -0.0293486
10519, 14.4605, 16.9773, -0.0944823, -0.029846, 14.4605, 16.968, -0.0944823, -0.0308409, 14.4605, 16.9618, -0.0944823, -0.0313383, 14.4605
10539, 16.9587, -0.0944823, -0.0313383, 14.4605, 16.9649, -0.0944823, -0.0313383, 14.4627, 16.9711, -0.0944823, -0.0313383, 14.4627, 16.9711
10559, -0.0944823, -0.0313383, 14.4627, 16.9742, -0.0944823, -0.0313383, 14.4627, 16.9742, -0.0944823, -0.0308409, 14.4627, 16.9742, -0.0944823
10579, -0.0303435, 14.4627, 16.968, -0.0944823, -0.0303435, 14.4627, 16.9649, -0.0944823, -0.0303435, 14.4648, 16.9711, -0.0944823, -0.0303435
10599, 14.4648, 16.9742, -0.0944823, -0.0303435, 14.4648, 16.9711, -0.0944823, -0.0303435, 14.4648, 16.9649, -0.0944823, -0.0303435, 14.4648
10619, 16.968, -0.0944823, -0.0303435, 14.4648, 16.9649, -0.0944823, -0.0303435, 14.4627, 16.9649, -0.0944823, -0.0303435, 14.4627, 16.9649
10639, -0.0944823, -0.0323332, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
10659, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
10679, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
10699, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
10719, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
10739, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
10759, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
10779, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
10800, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
10821, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
10842, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
10863, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
10884, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
10905, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
10926, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
10947, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
11010, -0.0303435, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9618, -0.0809848, -0.0308409, 14.4648, 16.9618, -0.0809848, -0.0303435
11031, 14.4648, 16.9618, -0.0809848, -0.0303435, 14.4648, 16.9649, -0.0809848, -0.0303435, 14.4648, 16.9618, -0.0809848, -0.0303435, 14.4627
11052, 16.9649, -0.0809848, -0.0308409, 14.4627, 16.9649, -0.0809848, -0.0313383, 14.4627, 16.968, -0.0809848, -0.0313383, 14.4627, 16.9711
11073, -0.0809848, -0.0313383, 14.4627, 16.9742, -0.0809848, -0.0308409, 14.4627, 16.9711, -0.0809848, -0.0308409, 14.4627, 16.9711, -0.0809848
11094, -0.0308409, 14.4627, 16.9711, -0.0809848, -0.0313383, 14.4627, 16.9711, -0.0809848, -0.0318358, 14.4627, 16.9618, -0.0809848, -0.0308409
11115, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9618, -0.0809848, -0.029846, 14.4627, 16.968, -0.0809848, -0.0293486, 14.4627
11136, 16.968, -0.0809848, -0.0293486, 14.4627, 16.9649, -0.0809848, -0.0293486, 14.4648, 16.9649, -0.0809848, -0.0293486, 14.4648, 16.9649
11157, -0.0809848, -0.0323332, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848
11178, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
11198, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
11218, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
11238, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
11258, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
11278, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
11298, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
