Time [ms], Elem0, Elem1, Elem2, Elem3
11814, 0, 0.00247472, 0.00104811, -0.0404924
11845, 0, 0.00247472, 0.00104811, -0.0404924
11845, 0, 0.00247472, 0.00209622, -0.0404924
11845, 0, 0.00247472, 0.00209622, -0.0404924
11878, 0, 0.00247472, 0.00209622, -0.0404924
11878, 0, 0.00247472, 0.00209622, -0.0404924
11878, 0, 0.00247472, 0.00209622, -0.0404924
11878, 0, 0.00247472, 0.00419245, -0.0404924
11940, 0, 0, 0.00628867, -0.0404924
11940, 0, 0, 0.00628867, -0.0404924
11972, 0, 0, 0.00314433, -0.0404924
11972, 0, 0, 0.00314433, -0.0404924
12003, 0, 0, 0.00314433, -0.0404924
12034, 0, 0, 0.00314433, -0.0404924
12034, 0, 0, 0.00314433, -0.0404924
12034, 0, 0, 0.00314433, -0.0404924
12034, 0, 0, 0.00104811, -0.0404924
12065, 0, 0.00123736, -0.00104811, -0.0404924
12065, 0, 0.00123736, -0.00209622, -0.0404924
12096, 0, 0.00123736, -0.00209622, -0.0404924
12096, 0, 0.00123736, -0.00209622, -0.0404924
12096, 0, 0.00123736, -0.00209622, -0.0404924
12096, 0, 0.00123736, -0.00209622, -0.0404924
12128, 0, 0, -0.00209622, -0.0404924
12128, 0, 0.00123736, -0.00209622, -0.0404924
12159, 0, 0, 0.00104811, -0.0404924
12159, 0, 0, 0.00104811, -0.0404924
12221, 0, 0, 0.00104811, -0.0404924
12221, 0, 0, 0.00104811, -0.0404924
12221, 0, 0, 0.00104811, -0.0404924
12221, 0, 0, 0.00314433, -0.0404924
12252, 0, 0, 0, -0.0404924
12252, 0, 0, -0.00104811, -0.0404924
12284, 0, 0, -0.00209622, -0.0404924
12284, 0, 0, -0.00209622, -0.0404924
12315, 0, 0, -0.00209622, -0.0404924
12315, -0.000497434, 0.00247472, -0.00209622, -0.0404924
12315, -0.000497434, 0.00371207, -0.00104811, -0.0404924
12346, -0.000497434, 0.00247472, -0.00104811, -0.0404924
12346, -0.000497434, 0.00123736, 0, -0.0404924
12346, -0.000497434, 0.00123736, 0, -0.0404924
12408, -0.000497434, 0.00123736, 0, -0.0404924
12408, -0.000497434, 0.00123736, 0, -0.0404924
12408, -0.000497434, 0.00123736, 0, -0.0404924
12408, -0.000497434, 0, 0
